disclosure_report_url,title,program,target,researcher,priority,disclosed_at
/disclosures/5e76bccc-1df1-4403-8532-b289f19659b0/insecure-google-drive-permissions-allow-complete-deletion-of-nasa-sepval-2023-event-data,Insecure Google Drive Permissions Allow Complete Deletion of NASA SEPVAL 2023 Event Data,,https://nasa.gov,,3,20 Mar 2026
/disclosures/948921ed-6603-4d2b-9022-f25f6552138f/unauthenticated-remote-code-execution-rce-via-unsafe-clojure-deserialization-on-cmr-earthdata-nasa-gov,Unauthenticated Remote Code Execution (RCE) via Unsafe Clojure Deserialization on cmr.earthdata.nasa.gov,,https://nasa.gov,,1,20 Mar 2026
/disclosures/eaf683cd-2b9e-48d6-8ee2-5fc21b47682b/broken-access-control-leads-to-information-disclosure,Broken Access Control leads to information disclosure,,https://nasa.gov,,3,20 Mar 2026
/disclosures/9d2c7b28-7ff7-439c-9149-f74a883815e3/xml-external-entity-xxe-injection-via-regex-bypass-in-cmr-aql-parsing-enables-ssrf-service-enumeration-and-blind-file-reads,"XML External Entity (XXE) Injection via Regex Bypass in CMR AQL Parsing Enables SSRF, Service Enumeration, and Blind File Reads",,https://nasa.gov,,1,17 Mar 2026
/disclosures/6a0a39b7-30b8-466e-919d-f66c3e18d79a/authentication-bypass-via-commented-guest-button-in-csbf-aquila-system,Authentication Bypass via Commented Guest Button in CSBF Aquila System,,https://nasa.gov,,4,13 Mar 2026
/disclosures/193a57e6-91cb-480c-850f-1a149419e881/rxss-html-injection-in-cdn-earthdata-nasa-gov-via-docson-viewer-enabling-phishing-attacks,RXSS & HTML Injection in 'cdn.earthdata.nasa.gov' via Docson viewer Enabling Phishing Attacks,,https://nasa.gov,,3,11 Mar 2026
/disclosures/abfa03c7-9c7d-46f7-b255-9766199dac4a/saml-authentication-bypass-leading-to-unauthenticated-admin-takeover-on-scijinks-gov-nesdis-noaa-gov,SAML Authentication Bypass Leading To Unauthenticated Admin Takeover on scijinks.gov / nesdis.noaa.gov,,https://scijinks.gov/,,1,11 Mar 2026
/disclosures/280699fc-f44e-4093-8ef8-135acb16ec3b/csrf-xss-post-via-exposed-backup-php-file,CSRF + XSS (POST) via exposed backup.php File ,,https://nasa.gov,,3,11 Mar 2026
/disclosures/7aa47bd3-0d9b-4ff0-bad0-6082c10b7858/open-redirect-via-displayfile-parameter-on-lmse-larc-nasa-gov,Open Redirect via displayFile parameter on lmse.larc.nasa.gov,,https://nasa.gov,,4,11 Mar 2026
/disclosures/a2711a51-2e74-4440-80ca-f5d18f13c72e/information-disclosure-of-legacy-administrative-guide,Information Disclosure of Legacy Administrative Guide,,https://nasa.gov,,5,11 Mar 2026
/disclosures/003aefd2-dd3a-41a2-9e3a-448ba90403d1/broken-function-level-authorization-allows-standard-users-to-access-internal-funding-manager-pii-via-project-funding-api,Broken Function-Level Authorization Allows Standard Users to Access Internal Funding Manager PII via Project Funding API,,https://nasa.gov,,3,11 Mar 2026
/disclosures/4d4defac-03e8-479e-b15e-ceef490cb090/improper-access-control,Improper Access Control,,https://nasa.gov,,5,10 Mar 2026
/disclosures/6cea28c5-b3a9-45a8-8617-826ba0649279/default-credentials-for-teamwork-cloud,Default credentials for Teamwork Cloud,,https://nasa.gov,,1,9 Mar 2026
/disclosures/1233795e-04b0-4f40-b16f-37c6693db733/information-disclosure-microsoft-front-page-misconfiguration,Information disclosure - Microsoft front page misconfiguration,,https://globe.gov/,,5,9 Mar 2026
/disclosures/6831f331-fa98-4deb-945e-ef1fd7713393/chaining-csrf-xss,Chaining csrf+XSS,,https://nasa.gov,,3,5 Mar 2026
/disclosures/b2c00b8c-2a5e-4d3c-87e6-41f153f3644c/public-api-exposes-internal-nasa-usernames-and-acl-metadata-on-nlsp-sidemenu-endpoint,Public API exposes internal NASA usernames and ACL metadata on NLSP sidemenu endpoint,,https://nasa.gov,,4,5 Mar 2026
/disclosures/7c919b14-e9df-47a1-bae0-206f77c1379c/pii-exposure-in-nasa-nssc-internal-procedure-pdf,PII Exposure in NASA NSSC Internal Procedure PDF,,https://nasa.gov,,1,5 Mar 2026
/disclosures/9ab6a64b-a291-446c-8762-d6db3f9175fd/public-exposure-of-nasa-employee-pii-full-names-work-emails-phone-numbers-via-unrestricted-public-pdf-file, Public Exposure of NASA Employee PII (Full Names + Work Emails + Phone Numbers) via Unrestricted Public PDF File,,https://nasa.gov,,5,5 Mar 2026
/disclosures/24753086-60a4-4597-825d-6613faa35306/public-google-drive-linked-in-nasa-arset-training-pdf-allows-unauthenticated-users-to-modify-and-delete-files,Public Google Drive Linked in NASA ARSET Training PDF Allows Unauthenticated Users to Modify and Delete Files,,https://nasa.gov,,4,5 Mar 2026
/disclosures/553cc72a-72b5-4217-8b72-7c4a32ceffed/critical-session-hijacking-via-reusable-jsessionid-exposes-oauth-token-and-profile-data,[critical] Session Hijacking via Reusable JSESSIONID Exposes OAuth Token and Profile Data,,https://nasa.gov,,4,24 Feb 2026
/disclosures/caaf6992-f58f-46ce-8b34-cb256859804e/unauthenticated-apache-flink-dashboard-access,Unauthenticated Apache Flink Dashboard Access,,https://nasa.gov,,2,24 Feb 2026
/disclosures/7a5d1bfb-32bb-4d64-8f43-e7dd64da2fed/information-disclosure-database-connection-details-exposed-via-verbose-error,Information Disclosure: Database Connection Details Exposed via Verbose Error,,https://nasa.gov,,5,24 Feb 2026
/disclosures/99244efe-0774-4f9a-abd0-f61eee379955/admin-panel-discovery-host-header-open-redirect,"Admin panel discovery, Host header open redirect",,https://nasa.gov,,5,19 Feb 2026
/disclosures/dd976b44-a6a7-4cfb-b6fc-48110640b5ba/prototype-pollution-exposure-via-outdated-angularjs-loaded-in-production-vendor-js,Prototype Pollution Exposure via Outdated AngularJS Loaded in Production (vendor.js),,,,5,19 Feb 2026
/disclosures/f878b623-a4ea-4c9b-a8b7-24f55c91e612/access-control-bypass-on-nsc-nasa-gov-via-x-forwarded-for-header-injection,Access Control Bypass on nsc.nasa.gov via 'X-Forwarded-For' Header Injection,,,,5,18 Feb 2026
/disclosures/2309545f-8d7f-4c94-90cf-caef26a09dff/systemic-api-misconfiguration-in-ckan-harvesting-exposes-internal-secrets-infrastructure-map-and-pii,"Systemic API Misconfiguration in CKAN Harvesting Exposes Internal Secrets, Infrastructure Map, and PII",,https://nasa.gov,,5,18 Feb 2026
/disclosures/f269aad7-056b-43c5-9941-70cd9b34dab1/multiple-cve-2025-0133,Multiple CVE-2025-0133,,https://nasa.gov,,3,17 Feb 2026
/disclosures/0e3cd057-0bb0-47ee-a265-556f4333c5aa/exposed-admin-interface,Exposed admin interface,,,,5,17 Feb 2026
